http://chm.duquesne.free.fr/blog/?p=38, http://chm.duquesne.free.fr/blog/les-lecteurs-de-flux-rss-en-ligne-independants-libres-suite.html
http://chm.duquesne.free.fr/blog/?p=39, http://chm.duquesne.free.fr/blog/pour-les-vim-users-vimperator-10-est-sorti.html
http://chm.duquesne.free.fr/blog/?p=40, http://chm.duquesne.free.fr/blog/humour.html
http://chm.duquesne.free.fr/blog/?p=42, http://chm.duquesne.free.fr/blog/de-nouvelles-fonctionnalites-pour-tiny-tiny-rss-des-boutons-tiny-tiny-rss-et-vimperator.html
http://chm.duquesne.free.fr/blog/?p=46, http://chm.duquesne.free.fr/blog/utiliser-les-raccourcis-de-vim-dans-le-terminal.html
http://chm.duquesne.free.fr/blog/?p=47, http://chm.duquesne.free.fr/blog/coup-de-gueule-mettez-vous-a-openpgp.html
http://chm.duquesne.free.fr/blog/?p=48, http://chm.duquesne.free.fr/blog/luml-automatise-et-le-libre-cest-pas-gagne.html
http://chm.duquesne.free.fr/blog/?p=56, http://chm.duquesne.free.fr/blog/web-agregators-libres-des-nouvelles.html
http://chm.duquesne.free.fr/blog/?p=60, http://chm.duquesne.free.fr/blog/vimgdbvimgdb.html
http://chm.duquesne.free.fr/blog/?p=61, http://chm.duquesne.free.fr/blog/mettre-des-couleurs-un-peu-partout-gcc-diff-grep.html
http://chm.duquesne.free.fr/blog/?p=83, http://chm.duquesne.free.fr/blog/autotools-makefile-et-notify-send.html
http://chm.duquesne.free.fr/blog/?p=88, http://chm.duquesne.free.fr/blog/autotools-doxygen-et-generation-conditionnelle.html
http://chm.duquesne.free.fr/blog/?p=93, http://chm.duquesne.free.fr/blog/gdb-7-0-est-sorti-cest-une-merveille-et-vous-ne-le-saviez-pas.html
http://chm.duquesne.free.fr/blog/?p=104, http://chm.duquesne.free.fr/blog/gerer-ses-plugins-vim-avec-getlatestvimscripts.html
http://chm.duquesne.free.fr/blog/?p=116, http://chm.duquesne.free.fr/blog/la-todo-liste-du-pauvre.html
http://chm.duquesne.free.fr/blog/?p=120, http://chm.duquesne.free.fr/blog/un-petit-truc-a-propager-sur-la-gestion-de-vos-mots-de-passe.html
http://chm.duquesne.free.fr/blog/?p=122, http://chm.duquesne.free.fr/blog/utilisons-incron-pour-etre-notifies-des-evenements-systemes.html
http://chm.duquesne.free.fr/blog/?p=137, http://chm.duquesne.free.fr/blog/continuous-background-compilation-within-vim.html
http://chm.duquesne.free.fr/blog/?p=140, http://chm.duquesne.free.fr/blog/renaming-files-and-variables-from-vim.html
http://chm.duquesne.free.fr/blog/?p=144, http://chm.duquesne.free.fr/blog/de-linteret-de-detacher-des-programmes-de-la-console-sans-screen.html
http://chm.duquesne.free.fr/blog/?p=160, http://chm.duquesne.free.fr/blog/talkmyphone-une-appli-android-pour-recevoir-des-notifications-de-son-telephone.html
http://chm.duquesne.free.fr/blog/?p=164, http://chm.duquesne.free.fr/blog/mise-a-jour-de-talkmyphone.html
http://chm.duquesne.free.fr/blog/?p=171, http://chm.duquesne.free.fr/blog/google-releasing-a-constraint-programming-library.html
http://chm.duquesne.free.fr/blog/?p=181, http://chm.duquesne.free.fr/blog/vim-complete-c-accurately-pulling-informations-from-the-compiler-with-gccsense-and-clang_complete.html
http://chm.duquesne.free.fr/blog/?p=190, http://chm.duquesne.free.fr/blog/ssh-over-ssl-a-quick-and-minimal-config.html
http://chm.duquesne.free.fr/blog/?p=209, http://chm.duquesne.free.fr/blog/ssh-over-ssl-episode-2-replacing-proxytunnel-with-socat.html
http://chm.duquesne.free.fr/blog/?p=236, http://chm.duquesne.free.fr/blog/notifications-from-google-calendar-on-my-desktop.html
http://chm.duquesne.free.fr/blog/?p=243, http://chm.duquesne.free.fr/blog/saving-your-crontab-in-your-dotfiles.html
http://chm.duquesne.free.fr/blog/?p=246, http://chm.duquesne.free.fr/blog/using-a-shell-version-of-supergenpass-from-vimperatorpentadactyl.html
http://chm.duquesne.free.fr/blog/?p=273, http://chm.duquesne.free.fr/blog/je-prefere-ton-clone-padopi.html
http://chm.duquesne.free.fr/blog/?p=281, http://chm.duquesne.free.fr/blog/ssh-over-ssl-episode-3-avoiding-using-a-patched-apache.html
http://chm.duquesne.free.fr/blog/?p=289, http://chm.duquesne.free.fr/blog/plowbot-a-jabber-bot-that-downloads-links-from-1-click-hosters.html
